Job_Title,Company,City,State,Work_Type,Min_Salary,Max_Salary,Unit,Posted_Date,Skills,Avg_Salary,Job
IT Analyst,XS Brokers Insurance Agency Inc,Quincy,MA,Full-time,36000.0,43600.0,Year,11.0,"['Computer Science', 'Software troubleshooting', ""Bachelor's degree"", 'Computer skills', 'Communication skills', 'Entry level']",39800.0,Data Analyst
Data Analyst,Swickard Shared Services,Las Vegas,NV,Full-time,50000.0,70000.0,Year,0.3333333333333333,"['Hospitality', 'Power BI', 'Microsoft Excel', 'Data mining', 'Writing skills', 'Alteryx', 'Data analysis skills', 'Mid-level', 'Tableau', 'SQL', 'Analysis skills', ""Bachelor's degree"", 'Data classification', 'Organizational skills', 'Computer skills', '2 years']",60000.0,Data Analyst
Business Analyst with Dayforce,Intone Networks,Denver,CO,Contract,92600.0,116000.0,Year,11.0,"['Ceridian', 'Mid-level']",104300.0,Data Analyst
Operations Analyst,State of Georgia,Atlanta,GA,Unknown,60000.0,65000.0,Year,13.0,"['Microsoft Excel', 'Microsoft Access', 'R', 'Data analysis skills', 'Mid-level', 'Microsoft Office', 'Tableau', 'SQL', 'Analysis skills', ""Bachelor's degree"", '1 year', 'Business', 'Data manipulation', 'Python']",62500.0,Data Analyst
Business Intelligence Analyst I,Hawaii National Bank 23725,Honolulu,HI,Full-time,25.5,30.0,Hour,13.0,"['Cognos', 'Power BI', 'Microsoft Excel', 'Business intelligence', 'Financial modeling', 'Mathematics', 'Mid-level', 'Tableau', '3 years', 'SQL', 'Data management', 'Forecasting', 'Financial services']",27.75,Data Analyst
"Data Analyst, Battlefield",Electronic Arts,Austin,TX,Unknown,81400.0,130000.0,Year,0.5,"['Statistics', 'Economics', 'Hypothesis testing', 'R', 'Mid-level', 'SQL', 'Analysis skills', ""Bachelor's degree"", 'Archival processing', '2 years', 'Communication skills', 'Python']",105700.0,Data Analyst
Reliability Data Analyst,E. & J. Gallo Winery,Modesto,CA,Full-time,33.03,49.57,Hour,1.0,"['Microsoft Word', 'Data modeling', 'Microsoft Excel', 'Computer Science', 'Writing skills', 'Mid-level', 'Technical support', 'High school diploma or GED', 'Analysis skills', 'Presentation skills', ""Bachelor's degree"", 'Machine learning', 'Technical writing', '1 year', 'Manufacturing', 'Communication skills']",41.3,Data Analyst
Compliance Data Analyst,"Thomas J Henry Law, PLLC",San Antonio,TX,Full-time,41900.0,50500.0,Year,7.0,"['Microsoft Powerpoint', 'Microsoft Word', 'CRM software', 'Microsoft Excel', 'Statistics', 'Word processing', 'Salesforce', 'Writing skills', 'Mathematics', 'English', 'Mid-level', 'Microsoft Office', 'SQL', ""Driver's License"", 'Math', 'Database management', ""Bachelor's degree""]",46200.0,Data Analyst
Real Estate Data Structure and Reporting Analyst,Burlington Stores,Burlington,NJ,Full-time,62325.87219178082,84745.32857020549,Year,13.0,"['Power BI', 'Management', 'Data structures', 'Mid-level', 'Microsoft Office', 'Tableau', 'Java', ""Bachelor's degree"", 'SharePoint', 'Data visualization', 'Data manipulation']",73535.60038099316,Data Analyst
Entry Level Real Estate Analyst - Data Support Appraisals,Fast Appraisal,Cleveland,OH,Part-time | Full-time,20.0,30.0,Hour,1.0,"['Statistics', 'Writing skills', 'Math', 'Real estate appraisal', 'Data collection', 'Quantitative research', 'Entry level']",25.0,Data Analyst
STD Data Analyst,Georgia Department of Public Health,Atlanta,GA,Part-time,24.0,24.0,Hour,4.0,"['SAS', 'Mid-level', 'Public health', 'Epidemiology', '1 year']",24.0,Data Analyst
Training and Placement for Business Analyst,Precision Technologies Corp,Union,NJ,Contract,47041.33,56651.92,Year,0.5833333333333334,"['Oracle', 'Computer Science', 'Full-stack development', 'WebSphere', 'No experience needed', 'J2EE', 'Weblogic', 'Java', ""Master's degree"", ""Bachelor's degree"", 'Communication skills', 'Python', 'Entry level']",51846.625,Data Analyst
Associate Data Analyst,The Surplus Line Association of CA,San Ramon,CA,Full-time,27.0,27.0,Hour,5.0,"['Management', ""Bachelor's degree"", 'Organizational skills', ""Associate's degree"", '2 years']",27.0,Data Analyst
Associate Business Analyst,Spectrum,Stamford,CT,Full-time,62325.87219178082,84745.32857020549,Year,11.0,"['Jira', 'Microsoft Powerpoint', 'Microsoft Excel', 'Management', 'Business analysis', 'Visio', ""Bachelor's degree"", 'Organizational skills', 'Business', 'Entry level']",73535.60038099316,Data Analyst
Business Analyst,Barnhart,Oak Ridge,TN,Full-time,41600.0,56000.0,Year,11.0,"['Microsoft Powerpoint', 'Microsoft Excel', 'Mid-level', 'Microsoft Project']",48800.0,Data Analyst
Business Analyst - Physical and Digital Mail,Chubb,Branchburg,NJ,Full-time,79800.0,132000.0,Year,12.0,"['Business analysis', 'Data analysis skills', 'Mid-level', 'Analysis skills', 'Project management', 'Organizational skills', 'Project management software']",105900.0,Data Analyst
IT Data Analyst,Branex.Group,Warren,MI,Full-time | Contract,25.0,30.0,Hour,13.0,"['Power BI', 'Azure', 'Management', 'Business analysis', 'Data analysis skills', 'Visio', 'Mid-level', 'SQL', 'Analysis skills', ""Bachelor's degree"", 'Data analytics', 'Linked data', 'IT', '1 year', 'Communication skills', 'Data manipulation', 'Python']",27.5,Data Analyst
Marketing Data Analyst,Mercy Ships,Lindale,TX,Full-time,48000.0,52000.0,Year,13.0,"['Microsoft Excel', ""Bachelor's degree"", 'Data management', 'Data entry', 'Macros', 'Pivot tables', 'Marketing', 'Entry level']",50000.0,Data Analyst
DATA QUALITY ANALYST,Jasco Products Company Llc,Oklahoma City,OK,Full-time,48100.0,64000.0,Year,8.0,"['Power BI', 'Data modeling', 'Relational databases', 'R', 'Business analysis', 'Data analysis skills', 'Microsoft SQL Server', 'Mid-level', 'Databases', 'SQL', 'Database design', 'Analysis skills', 'Project management', ""Bachelor's degree"", '2 years', 'Communication skills']",56050.0,Data Analyst
Risk Analyst,"Staples, Inc.",Framingham,MA,Unknown,45900.0,58200.0,Year,4.0,"['Power BI', 'Microsoft Excel', 'Tableau', 'SQL', 'Analysis skills', 'Risk analysis', 'Risk management', 'Corporate finance', 'Pivot tables', '1 year', 'Communication skills', 'Entry level']",52050.0,Data Analyst
Business Data Analyst,Intone Networks,Cary,NC,Contract,102000.0,124000.0,Year,4.0,"['Power BI', 'Data modeling', 'Business intelligence', '5 years', 'Business analysis', 'Snowflake', 'SQL', 'Data analytics', 'Data visualization', 'Senior level']",113000.0,Data Analyst
ASSOCIATE GOVERNMENTAL PROGRAM ANALYST,Department of Developmental Services,Orange County,CA,Full-time,5855.0,7327.0,Year,4.0,"['Microsoft Powerpoint', 'Microsoft Word', 'Working with people with developmental disabilities', 'Microsoft Excel', 'Microsoft Outlook', 'Writing skills', 'Research', 'Mid-level', ""Driver's License""]",6591.0,Data Analyst
Clinical Data Analyst,Apollo Technology Solutions LLC,Richmond,VA,Contract,123000.0,148000.0,Year,4.0,"['Management', 'Computer Science', 'EHR systems', 'Information Systems', 'Mid-level']",135500.0,Data Analyst
Data Analyst Clerk,"I-TECH Resources, Inc.",Jacksonville,FL,Full-time,23.0,24.0,Hour,4.0,"['Power BI', 'Microsoft Excel', 'Inventory control', 'Customer service', 'Mid-level', 'Microsoft Office', 'SQL', 'Warehouse experience', ""Associate's degree"", '2 years', 'Communication skills', 'Python']",23.5,Data Analyst
Data Change Analyst I (Temporary),Clinical Ink,Remote,Unknown,Unknown,44500.0,62900.0,Year,4.0,"['Wiki systems', 'Clinical development', 'Customer service', 'MCSE', 'Salesforce', 'CCNA', 'Data structures', 'Windows', 'SQL', 'IT support', 'Clinical trials', 'JSON', '1 year', ""Associate's degree"", 'Communication skills', 'Entry level']",53700.0,Data Analyst
Commercial Card Data Analyst - Payments - Senior Associate,JPMorganChase,Elgin,IL,Full-time,77000.0,110500.0,Year,0.08333333333333333,"['Alteryx', 'System design', 'Mid-level', 'Tableau', '3 years', 'Application development', 'SQL', 'OOP', 'AWS', 'Analysis skills', 'Machine learning', 'S3', 'AI', 'Analytics']",93750.0,Data Analyst
IT Change Analyst,Cetera Financial Group,United States,Unknown,Full-time,90000.0,100000.0,Year,0.08333333333333333,"['Computer Science', 'Software troubleshooting', 'DevOps', 'Mid-level', 'Release management', 'ServiceNow', 'IT', '4 years']",95000.0,Data Analyst
Event Data Analyst,Transcolines Inc.,North Little Rock,AR,Full-time,30100.0,35500.0,Year,1.0,"['Microsoft Powerpoint', 'Microsoft Word', 'Microsoft Excel', 'Microsoft Outlook', 'Microsoft Office', ""Driver's License"", 'Computer skills']",32800.0,Data Analyst
Safety & Sustainability Data Analyst,TBC Corporation,Palm Beach Gardens,FL,Unknown,40600.0,52800.0,Year,1.0,"['Bilingual', 'Spanish', 'English', 'Mid-level', 'Analysis skills']",46700.0,Data Analyst
"Analyst, Customer Intelligence (Data Analytics & Strategy)",Oriental Bank in San Juan,San Juan,PR,Full-time,38800.0,58800.0,Year,1.0,"['Spanish', 'Data mining', 'Computer Science', 'Data analysis skills', 'English', 'Information Systems', 'Mid-level', 'Analysis skills', ""Bachelor's degree"", 'Machine learning', 'Fraud prevention and detection', 'Data visualization', 'Business', '2 years']",48800.0,Data Analyst
Business Intelligence Reporting Analyst,Baldwin Risk Partners,Charlotte,NC,Full-time,79900.0,104000.0,Year,6.0,"['Computer science', 'Power BI', 'Data modeling', 'Microsoft Excel', 'Business intelligence', 'Computer Science', 'XML', 'Data structures', 'Data analysis skills', 'Microsoft SQL Server', 'SSRS', 'Mid-level', 'Data governance', 'Analysis skills', ""Bachelor's degree"", 'SharePoint', 'JSON', 'SSIS', 'Power Pivot']",91950.0,Data Analyst
Data Processing Analyst - Avendra International,Aramark,Rockville,MD,Unknown,55000.0,65000.0,Year,5.0,"['Spanish', 'Microsoft Excel', 'Data analysis skills', 'English', 'Mid-level', 'SQL', 'Analysis skills', ""Bachelor's degree"", 'Organizational skills', '2 years', 'Communication skills']",60000.0,Data Analyst
DATA GOVERNANCE ANALYST– REMOTE,LoanCare,United States,Unknown,Full-time,50000.0,76700.0,Year,5.0,"['Computer Science', 'Customer service', 'Writing skills', 'Data analysis skills', 'English', 'Mid-level', 'Information security', 'High school diploma or GED', ""Bachelor's degree"", 'Risk management', 'IT', 'Financial services', '1 year']",63350.0,Data Analyst
Data Analyst 2,Constellis,Battle Creek,MI,Unknown,19.24,19.24,Hour,5.0,"['Microsoft Word', 'Microsoft Excel', 'Word processing', 'English', 'High school diploma or GED', 'Data entry', 'Computer skills']",19.24,Data Analyst
"Data Analyst, Analytics Insights",Activision,Santa Monica,CA,Full-time,34.28,63.42,Hour,5.0,"['R', 'Data analysis skills', 'Mid-level', '3 years', 'SQL', 'Analysis skills', ""Bachelor's degree"", 'Communication skills', 'Python']",48.85,Data Analyst
Data & Reporting Analyst,PharMerica,Louisville,KY,Full-time,60600.0,73700.0,Year,5.0,"['Microsoft Powerpoint', 'Cognos', 'Power BI', 'Microsoft Excel', 'Microsoft Access', 'Computer Science', 'SAS', 'Data analysis skills', 'Mid-level', 'Microsoft Office', 'SQL', 'Analysis skills', ""Bachelor's degree"", 'Public health', 'Business Administration', 'Business']",67150.0,Data Analyst
Data / Systems Business Analyst II,Gainwell Technologies LLC,Texas,Unknown,Full-time,55600.0,79400.0,Year,5.0,"['5 years', 'Mid-level', 'SQL', 'Analysis skills', ""Bachelor's degree"", 'Organizational skills', 'Software development', 'IT', 'Computer skills']",67500.0,Data Analyst
Associate Analyst - Business Intelligence Support,Wesco,Glenview,IL,Full-time,24.92,31.14,Hour,0.4166666666666667,"['Data mining', 'Mid-level', 'Finance', ""Bachelor's degree"", 'Organizational skills']",28.03,Data Analyst
Business Analyst,"Sandhills Global, Inc.",Lincoln,NE,Full-time,43900.0,52800.0,Year,0.4166666666666667,"['Mid-level', 'Organizational skills']",48350.0,Data Analyst
"Analyst, Research Administration Data & Systems (RADS)",Brandeis University,Waltham,MA,Full-time,59700.0,68400.0,Year,8.0,"['Microsoft Excel', 'Database development', 'R', 'Data analysis skills', 'Mid-level', 'Technical support', ""Master's degree"", 'Administrative experience', 'SQL', 'Analysis skills', ""Bachelor's degree"", 'Data management', 'FileMaker', 'Budgeting', '1 year', 'Communication skills', 'Adobe Acrobat', 'Data manipulation']",64050.0,Data Analyst
Commercial Business Analyst,Oxbow Calcining International LLC,The Woodlands,TX,Unknown,64200.0,81400.0,Year,14.0,"['Analysis skills', ""Bachelor's degree"", 'Leadership', 'Communication skills']",72800.0,Data Analyst
Data Marketing Analyst,Koponi Group LLC,Grand Island,NE,Full-time,53978.0,59007.0,Year,14.0,"['Statistical software', 'Power BI', 'R', 'Data analysis skills', 'Mid-level', 'Tableau', ""Master's degree"", 'SQL', 'Analysis skills', 'SPSS', 'Python']",56492.5,Data Analyst
Business Analyst,VA Dept of Transportation,Fairfax County,VA,Full-time,81533.0,132491.0,Year,1.0,"['Microsoft Excel', 'Writing skills', 'Mid-level', 'CDL', 'Accounting', 'SharePoint']",107012.0,Data Analyst
Senior Business Intelligence Analyst (No Sponsorship Offered),Claremedica Health Partners Llc,Miami Lakes,FL,Unknown,68200.0,94900.0,Year,1.0,[],81550.0,Data Analyst
Data Analyst,"9290 FCX Performance, Inc.",Raleigh,NC,Full-time,62325.87219178082,84745.32857020549,Year,1.0,"['Microsoft Word', 'Computer science', 'Microsoft Excel', 'Computer Science', 'Maximo', 'PCI', 'Customer service', 'Military', 'CMMS', 'Data entry', 'Business Administration', ""Associate's degree"", '2 years']",73535.60038099316,Data Analyst
Clinical Data Analyst,Katalyst Healthcares & Life Sciences,Irvine,CA,Contract,71600.0,85500.0,Year,14.0,"['Microsoft Excel', 'Oracle', 'Management', 'SAS', 'Writing skills', 'Data analysis skills', 'Mid-level', 'Microsoft Office', 'Database administration', 'Analysis skills', ""Bachelor's degree"", 'Data management', 'Clinical trials', 'Computer skills', 'Data collection', 'Leadership', '2 years']",78550.0,Data Analyst
OPERATIONS ANALYST II,The State of Florida,Tampa,FL,Unknown,2943.11,3208.94,Year,14.0,"['Microsoft Word', 'Microsoft Excel', 'Mid-level', 'Windows', ""Bachelor's degree"", 'SharePoint', 'Computer skills', 'Grammar Experience']",3076.025,Data Analyst
Business Analyst - Helpdesk,Intone Networks,Jersey City,NJ,Contract,88900.0,116000.0,Year,14.0,"['Customer service', 'Business analysis', 'Mid-level', 'Software testing']",102450.0,Data Analyst
"Programmer Analyst, Data",Audible,Newark,NJ,Full-time,95500.0,155000.0,Year,5.0,"['Performance tuning', 'Computer science', 'Data modeling', 'Mid-level', '3 years', 'Snowflake', 'SQL', 'AWS', ""Bachelor's degree"", 'HR sourcing', 'Distributed systems', 'Scripting', 'Scrum', 'ETL', 'Agile', 'Redshift', 'Communication skills', 'Data warehouse']",125250.0,Data Analyst
Fraud Data Analyst,Amivero,Reston,VA,Full-time,124000.0,157000.0,Year,5.0,"['Relational databases', 'DevOps', 'Tableau', 'Lexis-Nexis', 'SQL', 'Analysis skills', ""Bachelor's degree"", 'Organizational skills', 'Data visualization', 'Senior level', 'Python']",140500.0,Data Analyst
Business Analyst,SECURA Insurance,Neenah,WI,Full-time,58500.0,82000.0,Year,14.0,"['Jira', 'Azure', 'DevOps', 'Business analysis', 'Mid-level', 'Information security', 'Scrum', 'Agile']",70250.0,Data Analyst
Data Analyst I (Onsite position),Red River Bank,Alexandria,LA,Full-time,37200.0,51200.0,Year,14.0,"['Application development', 'Databases', 'OOP', 'Analysis skills', ""Bachelor's degree"", 'Computer skills', 'Communication skills']",44200.0,Data Analyst
Data Insights Analyst,Spectrum,Stamford,CT,Full-time,62325.87219178082,84745.32857020549,Year,14.0,"['Computer science', 'Power BI', 'Microsoft Excel', 'Computer Science', 'R', 'Mid-level', 'Tableau', '3 years', 'SQL', ""Bachelor's degree"", 'Data visualization', 'Communication skills', 'Python']",73535.60038099316,Data Analyst
Textron Data Analyst,Wichita State University Careers,Wichita,KS,Part-time,14.0,18.0,Hour,14.0,"['Microsoft Powerpoint', 'Power BI', 'Microsoft Excel', 'Computer Science', 'Management Information Systems', 'SAS', 'Relational databases', 'R', 'Alteryx', 'Microsoft Office', 'Tableau', 'Databases', 'High school diploma or GED', 'SQL', ""Bachelor's degree"", 'Computer skills', 'Data visualization', 'Communication skills', 'Python', 'Entry level']",16.0,Data Analyst
Client Services - Business Intelligence Analyst,"Amwins Group, Inc.",Charlotte,NC,Unknown,58000.0,65900.0,Year,0.4166666666666667,"['Power BI', 'Microsoft Excel', 'Process improvement', 'Mid-level', 'Tableau', 'SQL', 'Analysis skills', ""Bachelor's degree"", 'Data analytics', 'Data collection', '1 year']",61950.0,Data Analyst
Business Analyst with UX,Intone Networks,Austin,TX,Contract,101000.0,122000.0,Year,14.0,[],111500.0,Data Analyst
ERP Data Analyst & Business Analyst,Saama Technologies Inc,United States,Unknown,Full-time,90600.0,122000.0,Year,1.0,"['EHR systems', 'Data analysis skills', 'HIPAA', 'Mid-level', 'SQL']",106300.0,Data Analyst
Master Data Analyst,Verano,Chicago,IL,Unknown,52800.0,62800.0,Year,11.0,"['Mid-level', 'Analysis skills', ""Bachelor's degree"", 'SAP S/4HANA', 'Leadership', 'Communication skills']",57800.0,Data Analyst
Actuarial Analyst - Rotational (Hybrid),Securian Financial Group,Saint Paul,MN,Full-time,52500.0,97500.0,Year,5.0,"['Writing skills', 'Analysis skills', ""Bachelor's degree"", 'Organizational skills', 'Communication skills']",75000.0,Data Analyst
Data Analyst,Intellibee,Richmond,VA,Unknown,82900.0,103000.0,Year,1.0,"['Power BI', 'Microsoft SQL Server', 'Mid-level', 'SQL', 'ETL', '1 year', 'SSIS']",92950.0,Data Analyst
Data Analyst - Insights,"The Travelers Companies, Inc.",Saint Paul,MN,Unknown,79400.0,130900.0,Year,0.5416666666666666,"['Management', 'NoSQL', 'Apache Hive', 'Mid-level', 'Ab Initio', 'SQL', ""Bachelor's degree"", 'Data management', 'ETL', 'Cloud computing', 'Teradata', 'Metadata', '2 years', 'Python', 'Time management']",105150.0,Data Analyst
"Analyst, Market Data Services","Raymond James Financial, Inc.",Saint Petersburg,FL,Full-time,65700.0,86000.0,Year,6.0,"['Applied Mathematics', 'Vendor management', 'Mid-level', 'Bloomberg', 'Microsoft Office', 'Tableau', 'Working with high schoolers', 'High school diploma or GED', 'Analysis skills', 'Project management', ""Bachelor's degree"", 'Morningstar', 'Relationship management', 'Customer support', 'Business Administration', 'Business requirements', 'AI', 'Communication skills']",75850.0,Data Analyst
"Analyst, Finance & Customer Data",Harvard Business Publishing,Boston,MA,Full-time,85800.0,107000.0,Year,6.0,"['Business intelligence', 'Alteryx', 'Mid-level', 'Tableau', '3 years', 'SQL']",96400.0,Data Analyst
Systems & Data Analyst,Mayer Solar LLC,Plano,TX,Full-time,50000.0,60000.0,Year,1.0,"['Software troubleshooting', 'React', 'Web development', 'Software coding', 'C#', 'Dashboard creation', 'Mid-level', 'Application development', 'SQL', 'PostgreSQL', 'IT support', 'APIs', 'Data coding', '1 year', '2 years', 'Building automation systems', 'Python']",55000.0,Data Analyst
(1030) Senior Business Analyst,Nearsure,United States,Unknown,Unknown,95000.0,127000.0,Year,5.0,"['Jira', 'Google Suite', 'Computer Science', 'Business analysis', 'Slack', 'Visio', 'English', 'Project management', ""Bachelor's degree"", 'Confluence', 'Project management software', 'Test cases', 'Business requirements', 'Senior level']",111000.0,Data Analyst
Business Analyst 2,absiusa,Richmond,VA,Unknown,63900.0,85700.0,Year,5.0,"['Business analysis', 'Mid-level', 'Contracts', 'Test cases']",74800.0,Data Analyst
Data Quality Analyst,Tek Ninjas,Texas,Unknown,Unknown,69600.0,88400.0,Year,5.0,"['Microsoft Excel', '5 years', 'Mid-level', 'SQL']",79000.0,Data Analyst
Business Data Analyst,Relevance Lab,United States,Unknown,Unknown,83500.0,140000.0,Year,5.0,"['Data modeling', 'Business intelligence', 'Waterfall', 'Data analysis skills', 'SQL', 'APIs', 'Agile', 'Financial services', 'Data visualization', 'Senior level', 'PL/SQL', 'Communication skills', 'Banking', 'Data warehouse', 'Analytics']",111750.0,Data Analyst
"Central Office _ Analyst III, Research/Data (Continuous Improvement) 2024-2025",DeKalb County School District,United States,Unknown,Unknown,27200.0,33400.0,Year,5.0,"['5 years', 'Finance', ""Bachelor's degree"", 'Regression analysis', 'Business Administration', 'Senior level', ""Associate's degree""]",30300.0,Data Analyst
IT Analyst (fully onsite)-1,Realign LLC,Dallas,TX,Contract,51600.0,65000.0,Year,5.0,"['Computer Science', 'Mid-level', '3 years', 'Analysis skills', ""Bachelor's degree"", 'IT', 'Communication skills']",58300.0,Data Analyst
Data Analyst I,Consumers Energy,Jackson,MI,Contract,30.0,38.0,Hour,14.0,"['Power BI', 'Microsoft SQL Server', 'Mathematics', 'Mid-level', 'Tableau', 'SQL', ""Bachelor's degree"", 'SharePoint', 'VBA', 'IT', '2 years', 'Accounting']",34.0,Data Analyst
ASSOCIATE GOVERNMENTAL PROGRAM ANALYST,Department of Motor Vehicles,Sacramento County,CA,Full-time,5855.0,7549.0,Year,14.0,"['Microsoft Powerpoint', 'Microsoft Word', 'Report writing', 'Microsoft Excel', 'Microsoft Outlook', 'Customer service', 'Writing skills', 'Mid-level', 'Analysis skills', ""Driver's License"", 'Human resources', 'Data entry', 'Organizational skills']",6702.0,Data Analyst
Business Intelligence Analyst I,MAPFRE,Massachusetts,Unknown,Unknown,65500.0,92800.0,Year,14.0,"['Economics', 'R', 'UNIX', 'Microsoft SQL Server', 'Mid-level', 'Java', 'Finance', 'Analysis skills', 'C++', 'C', ""Bachelor's degree"", 'Teradata', 'Linux', ""Associate's degree"", 'Communication skills', 'Banking']",79150.0,Data Analyst
"Data Analyst, Specialist (FAS Marketing)",Vanguard,Charlotte,NC,Unknown,69400.0,87000.0,Year,14.0,"['Management', '5 years', 'Tableau', 'SQL', ""Bachelor's degree"", 'Data analytics', 'Financial services', 'Redshift', 'Senior level', 'Communication skills', 'Python']",78200.0,Data Analyst
Health Data Analyst,Central Care Cancer Center,Salina,KS,Unknown,47100.0,62600.0,Year,14.0,"['Healthcare Administration', 'R', 'Data analysis skills', 'Mid-level', 'Tableau', 'SQL', 'Analysis skills', ""Bachelor's degree"", 'Communication skills']",54850.0,Data Analyst
Data Analyst,Booz Allen,Doral,FL,Full-time,77500.0,176000.0,Year,0.5,"['Statistics', 'Data mining', 'Hypothesis testing', 'Kanban', '5 years', 'DevOps', 'R', 'Data analysis skills', 'Secret Clearance', 'Git', 'SQL', 'Analysis skills', 'Presentation skills', ""Bachelor's degree"", 'Scripting', 'Scrum', 'Agile', 'Data visualization', 'Senior level', 'Python']",126750.0,Data Analyst
Business Intelligence Analyst - Workloads Finance,Snowflake,Menlo Park,CA,Unknown,113000.0,150100.0,Year,0.5416666666666666,"['Looker', 'Business intelligence', 'Sales', 'Mid-level', 'Tableau', 'Snowflake', 'Application development', 'SQL', 'Analysis skills', 'Scalability', 'SaaS', '2 years', 'Communication skills', 'Python']",131550.0,Data Analyst
IT Business Analyst,York Hospital,York,ME,Full-time,62325.87219178082,84745.32857020549,Year,0.5416666666666666,"['EHR systems', 'Customer service', '5 years', 'Mid-level', 'High school diploma or GED', ""Bachelor's degree"", 'Organizational skills', 'IT', 'Computer skills']",73535.60038099316,Data Analyst
Wealth Management Business Intelligence Analyst,Regions,Birmingham,AL,Full-time,71312.45,93100.0,Year,1.0,"['Microsoft Powerpoint', 'Microsoft Word', 'Microsoft Excel', 'Oracle', 'Data mining', 'Computer Science', 'Relational databases', 'QlikView', 'Information Systems', 'Mid-level', 'Microsoft Office', 'Tableau', 'Databases', 'SQL', 'Analysis skills', ""Bachelor's degree"", 'Scripting', 'Regression analysis', 'Financial services', 'Data visualization', '4 years', 'Business', 'Power Pivot', 'Communication skills']",82206.225,Data Analyst
Sr Data Analyst,CEDENT,United States,Unknown,Contract,89500.0,120000.0,Year,1.0,"['CI/CD', 'Azure', 'Oracle', 'RESTful API', 'DevOps', 'Data structures', 'Spark', 'Test automation', 'Microsoft SQL Server', 'NoSQL', 'Java', 'SQL', 'Analysis skills', 'PostgreSQL', 'REST', 'Scrum', 'APIs', 'Agile', 'Predictive analytics', 'IT', 'NextGen', 'Data science', 'Root cause analysis', 'Senior level', 'Healthcare IT']",104750.0,Data Analyst
Sr Data Analyst,R2 Technologies Corporation,Remote,Unknown,Contract,50.0,60.0,Hour,1.0,"['Microsoft Powerpoint', 'Microsoft Word', 'Microsoft Excel', 'Management', 'Management Information Systems', 'Data analysis skills', 'Microsoft Office', 'IT infrastructure', 'Analysis skills', ""Bachelor's degree"", 'Organizational skills', 'ServiceNow', 'IT', 'Computer skills', 'Root cause analysis', 'Senior level', 'Business', 'Leadership', 'Communication skills', 'Negotiation', 'Strategic planning']",55.0,Data Analyst
"Analyst, Senior Data Management",Enterprise Products,Houston,TX,Unknown,107000.0,137000.0,Year,1.0,"['Microsoft Excel', 'Data mining', 'Computer Science', 'Data analysis skills', 'Finance', ""Bachelor's degree"", 'Senior level', 'Accounting', 'Communication skills']",122000.0,Data Analyst
IT Business Analyst,American Consumer Counseling Center,Newton,MA,Full-time,65000.0,80000.0,Year,1.0,"['Jira', 'Computer science', 'Computer Science', 'Relational databases', 'Finance', 'Databases', 'SQL', 'Process mapping', 'Analysis skills', ""Bachelor's degree"", 'Confluence', 'Agile', 'IT', '1 year', 'Business', 'Communication skills', 'Entry level']",72500.0,Data Analyst
Data Management & Reporting Analyst,NeurOptics,Irvine,CA,Unknown,93500.0,118000.0,Year,1.0,"['Microsoft Excel', '5 years', 'Data analysis skills', 'Mid-level', 'Financial analysis', 'Finance', 'SQL', ""Bachelor's degree"", 'Financial concepts', 'QuickBooks', 'VBA', 'Business Administration', 'Data visualization', 'Power Pivot', 'Communication skills']",105750.0,Data Analyst
Data Governance Analyst,Hawaii Medical Service Association,Honolulu,HI,Full-time,59000.0,116000.0,Year,1.0,"['Microsoft Powerpoint', 'Microsoft Word', 'Microsoft Excel', 'Customer service', 'Data analysis skills', 'Mid-level', 'Microsoft Office', '3 years', 'Data governance', 'SQL', 'Analysis skills', ""Bachelor's degree"", 'Data management', 'Talend', 'ETL']",87500.0,Data Analyst
Business Analyst,"Memphis Light, Gas and Water Division",Memphis,TN,Full-time,75920.0,94910.4,Year,1.0,"['Microsoft Powerpoint', 'Microsoft Excel', 'Mid-level', 'Analysis skills', ""Driver's License"", ""Bachelor's degree"", 'Computer skills', '4 years', 'Business', 'Data Science']",85415.2,Data Analyst
Research/Data Analyst-QCEW Supervisor,State of Missouri,Jefferson City,MO,Full-time,55000.0,58134.0,Year,7.0,"['Microsoft Excel', 'BLS Certification', 'Data analysis skills', 'Research', 'Mid-level', 'SQL']",56567.0,Data Analyst
Business Intelligence & Analytics Analyst,Goodwin Procter LLP,Boston,MA,Full-time,72900.0,97200.0,Year,14.0,"['Looker', 'Power BI', 'Microsoft Excel', 'Business intelligence', 'Alteryx', 'Mid-level', 'Tableau', 'SQL', ""Bachelor's degree"", 'Accounting', 'Pivot tables', 'Data visualization', 'Communication skills']",85050.0,Data Analyst
Data Analyst 3,absiusa,Richmond,VA,Unknown,71200.0,89600.0,Year,1.0,"['Power BI', 'Mid-level', '3 years', 'SQL', 'ETL', 'SSIS']",80400.0,Data Analyst
Data Analyst,"Onyx Strategic Solutions, LLC.",Richmond,VA,Full-time,60000.0,75000.0,Year,0.875,"['Power BI', 'Microsoft Excel', 'SAS', 'Logistics', 'Mid-level', 'Microsoft Office', 'SQL', 'Analysis skills', 'Data analytics', 'Data visualization']",67500.0,Data Analyst
Reporting Analyst,eMetric,San Antonio,TX,Full-time,63200.0,80600.0,Year,0.875,"['Databricks', 'Microsoft Excel', 'Azure', 'SAS', 'Technical documentation', 'Writing skills', 'R', 'MongoDB', 'Mid-level', ""Master's degree"", 'Analysis skills', 'Agile', 'Business requirements', 'Communication skills', 'Python']",71900.0,Data Analyst
